保險商品名稱,基金代碼,基金名稱,一個月％,三個月％,六個月％,今年來％,一年％
鑫超澳利富外幣變額年金保險,AGA008,高盛美國高股息基金(每月配息)(澳幣對沖),2.07,1.57,3.92,1.73,5.1
鑫超澳利富外幣變額年金保險,AGA010,高盛旗艦多元資產基金(每月配息)(澳幣對沖),0.61,0.79,3.43,0.97,1.81
鑫超澳利富外幣變額年金保險,AHA001,瀚亞投資優質公司債基金Ａａｄｍｃ１（澳幣避險）,1.23,1.28,3.3,1.36,5.21
鑫超澳利富外幣變額年金保險,AHA003,瀚亞投資全球價值股票基金Ａａｄｍｃ１（澳幣避險）,2.57,9.69,14.03,7.08,27.36
鑫超澳利富外幣變額年金保險,AHA004,瀚亞投資亞洲債券基金Aadm(澳幣避險),1.05,1.41,3.66,1.47,6.2
鑫超澳利富外幣變額年金保險,AMA001,摩根多重收益基金(利率入息)(澳幣對沖),2.05,4.6,7.27,3.49,11.44
鑫超澳利富外幣變額年金保險,AMA002,摩根亞太入息基金（利率入息）（澳幣對沖）,3.82,7.75,12.64,6.5,21.8
鑫超澳利富外幣變額年金保險,ASA001,摩根士丹利環球平衡收益基金(每月配息)(澳幣對沖),1.32,3.29,7.35,2.47,5.22
鑫超澳利富外幣變額年金保險,AWA001,安聯收益成長基金（每月配息）（澳幣避險）,-0.74,1.5,4.4,0.89,9.27
鑫超澳利富外幣變額年金保險,AWA002,安聯亞洲靈活債券基金(每月配息)(澳幣避險),0.9,1.35,2.97,1.2,5.76
鑫超澳利富外幣變額年金保險,AWA003,安聯全球新興市場高股息基金(每月配息)(澳幣避險),5.79,16.16,23.37,13.93,25.78
鑫超澳利富外幣變額年金保險,BRA001,貝萊德亞洲老虎債券基金 A8(澳幣避險),0.68,1.69,4.23,1.54,7.57
鑫超澳利富外幣變額年金保險,BRA008,貝萊德全球股票收益基金Ａ８（澳幣避險）,0.65,5.29,11.19,4.25,15.49
鑫超澳利富外幣變額年金保險,BRA010,貝萊德環球企業債券基金Ａ８（澳幣避險）,0.94,0.97,3.15,1.14,5.36
鑫超澳利富外幣變額年金保險,BSA002,施羅德環球企業債券基金（每月配息）（澳幣對沖）,0.48,0.87,2.5,0.79,4.36
鑫超澳利富外幣變額年金保險,BSA004,施羅德環球股債收息基金（每月配息）（澳幣對沖）,1.17,4.94,7.85,3.1,13.68
鑫超澳利富外幣變額年金保險,BSA005,施羅德亞洲高息股債基金（每月配息）（澳幣對沖）,6.02,12.13,17.08,10.1,24.28
鑫超澳利富外幣變額年金保險,BSA006,施羅德亞洲股息基金(每月配息)(澳幣對沖),8.14,18.82,24.17,14.44,40.72
鑫超澳利富外幣變額年金保險,BSA009,施羅德環球收息債券基金(每月配息)(澳幣避險),0.27,0.93,2.32,0.56,6.27
鑫超澳利富外幣變額年金保險,BSA010,施羅德環球多元收益基金（每月配息）（澳幣避險）,1.22,5.26,9.57,3.43,15.02
鑫超澳利富外幣變額年金保險,BSA011,委託施羅德投資帳戶-澳幣雙平衡(新現金撥回)(全權委託帳戶之資產撥回機制來源可能為本金)(撥回率或撥回金額非固定),1.6,4.39,9.48,3.71,14.09
鑫超澳利富外幣變額年金保險,BZA005,瑞銀(盧森堡)美元基金(澳幣避險累積),0.29,0.79,,0.47,
鑫超澳利富外幣變額年金保險,BZA006,瑞銀(盧森堡)美元基金(澳幣避險累積),0.29,0.79,,0.47,
基優人生變額壽險<已停售/暫時停止銷售>,ABU002,聯博國際醫療基金,2.08,2.3,16.01,3.95,8.2
基優人生變額壽險<已停售/暫時停止銷售>,ABU006,聯博美國成長基金,-3.69,-3.71,-0.88,-2.88,11.7
基優人生變額壽險<已停售/暫時停止銷售>,ABU011,聯博美國收益基金ＡＴ,0.51,0.92,2.31,0.83,6.0
基優人生變額壽險<已停售/暫時停止銷售>,ABU062,聯博優化波動股票基金(美元月配),-1.3,-0.27,2.08,-0.3,8.48
基優人生變額壽險<已停售/暫時停止銷售>,ACT001,國泰中小成長基金,16.4,29.32,53.67,21.92,93.32
基優人生變額壽險<已停售/暫時停止銷售>,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額壽險<已停售/暫時停止銷售>,ACT008,國泰國泰基金,15.99,27.38,52.62,19.76,90.0
基優人生變額壽險<已停售/暫時停止銷售>,ACT026,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額壽險<已停售/暫時停止銷售>,ACT043,國泰美國多重收益平衡基金,0.75,1.72,7.73,1.44,7.13
基優人生變額壽險<已停售/暫時停止銷售>,ACT045,國泰台灣高股息基金,12.38,29.87,50.85,22.32,77.47
基優人生變額壽險<已停售/暫時停止銷售>,ACT046,國泰美國ESG基金,2.41,4.8,19.09,3.9,18.51
基優人生變額壽險<已停售/暫時停止銷售>,ACT047,國泰美國優質債券基金(新臺幣累積),0.33,0.6,4.9,0.95,2.54
基優人生變額壽險<已停售/暫時停止銷售>,ACT049,國泰台灣高股息基金(新臺幣月配),12.41,29.9,50.91,22.35,77.47
基優人生變額壽險<已停售/暫時停止銷售>,ACT050,國泰美國優質債券基金(新臺幣月配),0.33,0.6,4.9,0.95,2.54
基優人生變額壽險<已停售/暫時停止銷售>,AEU010,首源亞洲優質債券基金(每月配息),1.45,1.06,2.7,1.01,5.64
基優人生變額壽險<已停售/暫時停止銷售>,AEU012,首源首域盈信印度次大陸基金,1.38,-4.21,-8.32,-4.81,-0.44
基優人生變額壽險<已停售/暫時停止銷售>,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
基優人生變額壽險<已停售/暫時停止銷售>,AFU063,富達全球科技基金,-4.32,4.0,10.08,0.49,19.92
基優人生變額壽險<已停售/暫時停止銷售>,AFU065,富達日本價值基金(美元避險累積),14.14,22.92,39.73,20.38,72.38
基優人生變額壽險<已停售/暫時停止銷售>,AFU066,富達美元債券基金(A股C月配),1.82,1.31,3.58,1.79,5.98
基優人生變額壽險<已停售/暫時停止銷售>,AFU067,富達永續發展全球存股優勢基金(美元穩定月配),5.19,8.92,11.36,5.84,16.4
基優人生變額壽險<已停售/暫時停止銷售>,AFU069,富達全球優質債券基金(美元穩定月配),0.83,1.79,3.72,1.42,7.59
基優人生變額壽險<已停售/暫時停止銷售>,AGT026,野村優質基金(新臺幣累積),19.52,32.47,56.52,25.32,95.8
基優人生變額壽險<已停售/暫時停止銷售>,AGT027,野村高科技基金(新臺幣累積),17.2,58.18,86.41,38.57,130.79
基優人生變額壽險<已停售/暫時停止銷售>,AGU007,高盛投資級公司債基金(每月配息),1.01,0.99,3.38,1.12,6.05
基優人生變額壽險<已停售/暫時停止銷售>,AHT007,瀚亞印度基金(新臺幣累積),3.81,-5.13,-0.25,-4.19,4.84
基優人生變額壽險<已停售/暫時停止銷售>,AHT008,瀚亞美國高科技基金(新臺幣累積),2.64,9.74,23.36,7.76,38.18
基優人生變額壽險<已停售/暫時停止銷售>,AHT009,瀚亞多重收益優化組合基金(新臺幣月配),1.22,4.86,9.61,3.35,8.08
基優人生變額壽險<已停售/暫時停止銷售>,AHU020,瀚亞美國優質債券基金(美元月配),1.16,1.44,3.77,1.39,6.39
基優人生變額壽險<已停售/暫時停止銷售>,AKU039,富蘭克林坦伯頓精選收益基金(美元月配),0.46,1.01,2.65,0.8,5.92
基優人生變額壽險<已停售/暫時停止銷售>,AKU040,富蘭克林坦伯頓全球氣候變遷基金(美元避險累積),3.31,12.12,23.61,10.64,29.71
基優人生變額壽險<已停售/暫時停止銷售>,AKU041,美盛銳思美國小型公司機會基金(美元累積),2.08,14.46,16.83,12.08,30.85
基優人生變額壽險<已停售/暫時停止銷售>,AMU018,摩根美國複合收益基金（每月派息）,1.29,1.24,3.67,1.38,5.99
基優人生變額壽險<已停售/暫時停止銷售>,AMU022,摩根多重收益基金（每月派息）,2.18,4.73,7.67,3.61,12.39
基優人生變額壽險<已停售/暫時停止銷售>,AMU067,摩根美國企業成長基金,-2.59,-3.95,0.67,-4.5,9.08
基優人生變額壽險<已停售/暫時停止銷售>,AMU076,摩根美國科技基金 (美元累積),-6.24,-5.33,-0.05,-7.15,7.53
基優人生變額壽險<已停售/暫時停止銷售>,ASU008,摩根士丹利環球品牌基金,-5.38,-5.5,-11.12,-6.24,-10.6
基優人生變額壽險<已停售/暫時停止銷售>,AWT002,安聯臺灣科技基金(新臺幣累積),9.86,45.96,89.01,26.47,118.98
基優人生變額壽險<已停售/暫時停止銷售>,AWT003,安聯臺灣貨幣市場基金(新臺幣累積),0.12,0.36,0.73,0.23,1.47
基優人生變額壽險<已停售/暫時停止銷售>,AWU020,安聯多元信用債券基金(每月配息),0.65,1.71,3.08,1.11,5.85
基優人生變額壽險<已停售/暫時停止銷售>,AWU028,安聯全球永續發展基金(美元年配),-2.03,-0.43,3.78,-1.01,9.54
基優人生變額壽險<已停售/暫時停止銷售>,AWU029,安聯收益成長基金(美元AM5月配),-0.7,1.64,4.79,0.96,10.37
基優人生變額壽險<已停售/暫時停止銷售>,BNU004,駿利亨德森平衡基金(美元穩定月配),0.06,0.43,3.94,0.11,11.78
基優人生變額壽險<已停售/暫時停止銷售>,BSU050,施羅德環球收息債券基金(每月配息),0.26,0.98,2.58,0.58,6.82
基優人生變額壽險<已停售/暫時停止銷售>,BSU052,施羅德環球多元收益基金（每月配息）,1.26,5.39,9.95,3.5,16.03
基優人生變額壽險<已停售/暫時停止銷售>,BSU056,施羅德環球永續增長基金,0.57,5.41,8.09,1.99,14.69
基優人生變額壽險<已停售/暫時停止銷售>,BSU066,施羅德環球收益成長基金(美元月配),1.83,9.31,14.33,6.89,25.16
基優人生變額壽險<已停售/暫時停止銷售>,BSU067,施羅德美國大型股基金(美元累積),-0.56,-0.32,4.01,-1.07,14.17
基優人生變額萬能壽險,ABU002,聯博國際醫療基金,2.08,2.3,16.01,3.95,8.2
基優人生變額萬能壽險,ABU006,聯博美國成長基金,-3.69,-3.71,-0.88,-2.88,11.7
基優人生變額萬能壽險,ABU011,聯博美國收益基金ＡＴ,0.51,0.92,2.31,0.83,6.0
基優人生變額萬能壽險,ABU062,聯博優化波動股票基金(美元月配),-1.3,-0.27,2.08,-0.3,8.48
基優人生變額萬能壽險,ACT001,國泰中小成長基金,16.4,29.32,53.67,21.92,93.32
基優人生變額萬能壽險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額萬能壽險,ACT008,國泰國泰基金,15.99,27.38,52.62,19.76,90.0
基優人生變額萬能壽險,ACT026,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額萬能壽險,ACT043,國泰美國多重收益平衡基金,0.75,1.72,7.73,1.44,7.13
基優人生變額萬能壽險,ACT045,國泰台灣高股息基金,12.38,29.87,50.85,22.32,77.47
基優人生變額萬能壽險,ACT046,國泰美國ESG基金,2.41,4.8,19.09,3.9,18.51
基優人生變額萬能壽險,ACT047,國泰美國優質債券基金(新臺幣累積),0.33,0.6,4.9,0.95,2.54
基優人生變額萬能壽險,ACT049,國泰台灣高股息基金(新臺幣月配),12.41,29.9,50.91,22.35,77.47
基優人生變額萬能壽險,ACT050,國泰美國優質債券基金(新臺幣月配),0.33,0.6,4.9,0.95,2.54
基優人生變額萬能壽險,AEU010,首源亞洲優質債券基金(每月配息),1.45,1.06,2.7,1.01,5.64
基優人生變額萬能壽險,AEU012,首源首域盈信印度次大陸基金,1.38,-4.21,-8.32,-4.81,-0.44
基優人生變額萬能壽險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
基優人生變額萬能壽險,AFU063,富達全球科技基金,-4.32,4.0,10.08,0.49,19.92
基優人生變額萬能壽險,AFU065,富達日本價值基金(美元避險累積),14.14,22.92,39.73,20.38,72.38
基優人生變額萬能壽險,AFU066,富達美元債券基金(A股C月配),1.82,1.31,3.58,1.79,5.98
基優人生變額萬能壽險,AFU067,富達永續發展全球存股優勢基金(美元穩定月配),5.19,8.92,11.36,5.84,16.4
基優人生變額萬能壽險,AFU069,富達全球優質債券基金(美元穩定月配),0.83,1.79,3.72,1.42,7.59
基優人生變額萬能壽險,AGT026,野村優質基金(新臺幣累積),19.52,32.47,56.52,25.32,95.8
基優人生變額萬能壽險,AGT027,野村高科技基金(新臺幣累積),17.2,58.18,86.41,38.57,130.79
基優人生變額萬能壽險,AGU007,高盛投資級公司債基金(每月配息),1.01,0.99,3.38,1.12,6.05
基優人生變額萬能壽險,AHT007,瀚亞印度基金(新臺幣累積),3.81,-5.13,-0.25,-4.19,4.84
基優人生變額萬能壽險,AHT008,瀚亞美國高科技基金(新臺幣累積),2.64,9.74,23.36,7.76,38.18
基優人生變額萬能壽險,AHT009,瀚亞多重收益優化組合基金(新臺幣月配),1.22,4.86,9.61,3.35,8.08
基優人生變額萬能壽險,AHU020,瀚亞美國優質債券基金(美元月配),1.16,1.44,3.77,1.39,6.39
基優人生變額萬能壽險,AKU039,富蘭克林坦伯頓精選收益基金(美元月配),0.46,1.01,2.65,0.8,5.92
基優人生變額萬能壽險,AKU040,富蘭克林坦伯頓全球氣候變遷基金(美元避險累積),3.31,12.12,23.61,10.64,29.71
基優人生變額萬能壽險,AKU041,美盛銳思美國小型公司機會基金(美元累積),2.08,14.46,16.83,12.08,30.85
基優人生變額萬能壽險,AMU018,摩根美國複合收益基金（每月派息）,1.29,1.24,3.67,1.38,5.99
基優人生變額萬能壽險,AMU022,摩根多重收益基金（每月派息）,2.18,4.73,7.67,3.61,12.39
基優人生變額萬能壽險,AMU067,摩根美國企業成長基金,-2.59,-3.95,0.67,-4.5,9.08
基優人生變額萬能壽險,AMU076,摩根美國科技基金 (美元累積),-6.24,-5.33,-0.05,-7.15,7.53
基優人生變額萬能壽險,ASU008,摩根士丹利環球品牌基金,-5.38,-5.5,-11.12,-6.24,-10.6
基優人生變額萬能壽險,AWT002,安聯臺灣科技基金(新臺幣累積),9.86,45.96,89.01,26.47,118.98
基優人生變額萬能壽險,AWT003,安聯臺灣貨幣市場基金(新臺幣累積),0.12,0.36,0.73,0.23,1.47
基優人生變額萬能壽險,AWU020,安聯多元信用債券基金(每月配息),0.65,1.71,3.08,1.11,5.85
基優人生變額萬能壽險,AWU028,安聯全球永續發展基金(美元年配),-2.03,-0.43,3.78,-1.01,9.54
基優人生變額萬能壽險,AWU029,安聯收益成長基金(美元AM5月配),-0.7,1.64,4.79,0.96,10.37
基優人生變額萬能壽險,BNU004,駿利亨德森平衡基金(美元穩定月配),0.06,0.43,3.94,0.11,11.78
基優人生變額萬能壽險,BSU050,施羅德環球收息債券基金(每月配息),0.26,0.98,2.58,0.58,6.82
基優人生變額萬能壽險,BSU052,施羅德環球多元收益基金（每月配息）,1.26,5.39,9.95,3.5,16.03
基優人生變額萬能壽險,BSU056,施羅德環球永續增長基金,0.57,5.41,8.09,1.99,14.69
基優人生變額萬能壽險,BSU066,施羅德環球收益成長基金(美元月配),1.83,9.31,14.33,6.89,25.16
基優人生變額萬能壽險,BSU067,施羅德美國大型股基金(美元累積),-0.56,-0.32,4.01,-1.07,14.17
基優人生變額年金保險,ABU002,聯博國際醫療基金,2.08,2.3,16.01,3.95,8.2
基優人生變額年金保險,ABU006,聯博美國成長基金,-3.69,-3.71,-0.88,-2.88,11.7
基優人生變額年金保險,ABU011,聯博美國收益基金ＡＴ,0.51,0.92,2.31,0.83,6.0
基優人生變額年金保險,ABU062,聯博優化波動股票基金(美元月配),-1.3,-0.27,2.08,-0.3,8.48
基優人生變額年金保險,ACT001,國泰中小成長基金,16.4,29.32,53.67,21.92,93.32
基優人生變額年金保險,ACT002,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額年金保險,ACT008,國泰國泰基金,15.99,27.38,52.62,19.76,90.0
基優人生變額年金保險,ACT026,國泰台灣貨幣市場基金,0.12,0.37,0.73,0.23,1.47
基優人生變額年金保險,ACT043,國泰美國多重收益平衡基金,0.75,1.72,7.73,1.44,7.13
基優人生變額年金保險,ACT045,國泰台灣高股息基金,12.38,29.87,50.85,22.32,77.47
基優人生變額年金保險,ACT046,國泰美國ESG基金,2.41,4.8,19.09,3.9,18.51
基優人生變額年金保險,ACT047,國泰美國優質債券基金(新臺幣累積),0.33,0.6,4.9,0.95,2.54
基優人生變額年金保險,ACT049,國泰台灣高股息基金(新臺幣月配),12.41,29.9,50.91,22.35,77.47
基優人生變額年金保險,ACT050,國泰美國優質債券基金(新臺幣月配),0.33,0.6,4.9,0.95,2.54
基優人生變額年金保險,AEU010,首源亞洲優質債券基金(每月配息),1.45,1.06,2.7,1.01,5.64
基優人生變額年金保險,AEU012,首源首域盈信印度次大陸基金,1.38,-4.21,-8.32,-4.81,-0.44
基優人生變額年金保險,AFU056,富達美元現金基金,0.31,0.94,1.97,0.57,4.13
基優人生變額年金保險,AFU063,富達全球科技基金,-4.32,4.0,10.08,0.49,19.92
基優人生變額年金保險,AFU065,富達日本價值基金(美元避險累積),14.14,22.92,39.73,20.38,72.38
基優人生變額年金保險,AFU066,富達美元債券基金(A股C月配),1.82,1.31,3.58,1.79,5.98
基優人生變額年金保險,AFU067,富達永續發展全球存股優勢基金(美元穩定月配),5.19,8.92,11.36,5.84,16.4
基優人生變額年金保險,AFU069,富達全球優質債券基金(美元穩定月配),0.83,1.79,3.72,1.42,7.59
基優人生變額年金保險,AGT026,野村優質基金(新臺幣累積),19.52,32.47,56.52,25.32,95.8
基優人生變額年金保險,AGT027,野村高科技基金(新臺幣累積),17.2,58.18,86.41,38.57,130.79
基優人生變額年金保險,AGU007,高盛投資級公司債基金(每月配息),1.01,0.99,3.38,1.12,6.05
基優人生變額年金保險,AHT007,瀚亞印度基金(新臺幣累積),3.81,-5.13,-0.25,-4.19,4.84
基優人生變額年金保險,AHT008,瀚亞美國高科技基金(新臺幣累積),2.64,9.74,23.36,7.76,38.18
基優人生變額年金保險,AHT009,瀚亞多重收益優化組合基金(新臺幣月配),1.22,4.86,9.61,3.35,8.08
基優人生變額年金保險,AHU020,瀚亞美國優質債券基金(美元月配),1.16,1.44,3.77,1.39,6.39
基優人生變額年金保險,AKU039,富蘭克林坦伯頓精選收益基金(美元月配),0.46,1.01,2.65,0.8,5.92
基優人生變額年金保險,AKU040,富蘭克林坦伯頓全球氣候變遷基金(美元避險累積),3.31,12.12,23.61,10.64,29.71
